N,comment,Year,hour_z_time,an,Language
3351,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=2m47s"">2:47</a> - Finger mustache",2021-02-04,19,O,en
3352,สวัสดีครับอดีตท่านประธานฯ,2021-02-04,17,O,th
3353,&quot;The last time I was this high I was trying to decide on my major&quot; 😂,2021-02-04,08,P,en
3354,this man is a beast,2021-02-04,05,O,en
3355,"if the video were made now during COVID they would be wearing a mask, and the video and your comments would be completely different. the important thing to do throughout history and from this point forward is, &quot;Do what Jesus tells us to do and we will be okay.&quot;",2021-02-04,04,P,en
3356,Best president of all times.,2021-02-04,02,P,en
3357,ก่อน ทำไม่คิด ถ้าทีจะคิด เมื่อทำไปแล้ว ท่าโตรตเย่อะ ภาพ ซ้อน ทำ ไม่รู้ ใช้ ระบบ  org tage team user bad get good of me be one way i5 ful follow my wife pay buy new? it hugs all of me,2021-02-04,02,P,th
3358,Does anyone mean what the fingers to the lips meant ????,2021-02-04,01,N,en
3359,"The towering parent coincidentally last because ethiopia disturbingly refuse towards a draconian blouse. tenuous, knowing touch",2021-02-04,00,N,en
3360,I’d pay to see this guy speak - best retired politician on the speech circuit - their loss our gain. 😘,2021-02-03,23,P,en
3361,"Love him or hate him, the end was pretty funny",2021-02-03,23,P,en
3362,Greatest President of my lifetime.,2021-02-03,22,P,en
3363,He makes Trump look pathetic,2021-02-03,22,N,en
3364,&quot;It&#39;s anyone&#39;s guess who she will be&quot; Aawwww man...,2021-02-03,22,O,en
3365,This didn&#39;t age well,2021-02-03,21,O,en
3366,👍🏻,2021-02-03,19,O,en
3367,He is the coolest president since John F. Kennedy !,2021-02-03,18,O,en
3368,Eric Trump in the audience when Obama starts talking about his 2x Impeached One Term Loser dad is CLASSIC.,2021-02-03,16,P,en
3369,Great sense of humor,2021-02-03,14,P,en
3370,It&#39;s like the ellen show they applaud after everything he says😅,2021-02-03,14,O,en
3371,"The American government is a liar. They want the world to believe that they went to war with Afghanistan for 9/11; when actually they went to war for oil. They&#39;re trying to cover it uptrend, and blame Afghanistan. The American government is responsible for the attacks. Figure out why I&#39;m mad about it.",2021-02-03,13,N,en
3372,Love the man! Blessings to President Obama and his family.,2021-02-03,11,P,en
3373,Stay a little longer.  The world is better with you around. And play golf and basketball as much as Michelle will let you (sic),2021-02-03,08,P,en
3374,"Heaven and hell, is like day and night! Whoever disobeyed God&#39;s commandments? They will be banned from day (Heaven)! They must bear only night (hell). Those, who can&#39;t withstand the sun? They were born sinners. Those, who were born with birth deformities? They were denied love from the sun. They were denied strength and power by God. Who is God to man? The Sun! A power source man needs, and nor can he destroy.",2021-02-03,02,P,en
3375,some antidotum for the last couple of years of poison,2021-02-02,22,O,en
3376,god this makes utterly sense,2021-02-02,22,O,en
3377,"Who’s watching this now?<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>hey vsauce,<br>Michael here.",2021-02-02,20,O,en
3378,one the best presidents this country ever had,2021-02-02,19,P,en
3379,I cry each time I watch this because here is a truly honourable politician.,2021-02-02,18,O,en
3380,"The milky sword arguably pop because soldier intriguingly permit throughout a undesirable copyright. boring, graceful anteater",2021-02-02,14,N,en
3381,Now that is a real POTUS!!!!! Not like scumbag Trump.,2021-02-02,10,P,en
3382,"We still love you, President Obama!!!  And ooooh, how we miss you &amp; Michelle....🙌",2021-02-02,05,P,en
3383,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=25m27s"">25:27</a> He kinda sounds like alex jones lol",2021-02-02,03,P,en
3384,"If anyone sitting there had known what was about to hit them, they would have all been crying...at least most of them would be.",2021-02-02,03,P,en
3385,We were all so happy then....&quot;memories...&quot;,2021-02-02,03,P,en
3386,&quot;the end of the republic&quot; in Jan 2021 this hits different,2021-02-02,02,O,en
3387,Precious,2021-02-02,01,P,en
3388,Hello,2021-02-02,00,O,fi
3389,a fantastic man. the thought  of just what came after made me dash to the toilet...,2021-02-01,21,P,en
3390,Very Very Good Barack Obama Sar,2021-02-01,21,P,en
3391,"This probs sounds really silly, but, Australian here! Who&#39;s the gentleman who appears with Obama in the cinema? Thank you in advance!",2021-02-01,17,N,en
3392,THE Worst *President in US history.,2021-02-01,13,N,en
3393,"How could you not love this man, miss him so much and I’m not even an American.",2021-02-01,10,N,en
3394,Love him ❤ such class ! Love from 🇬🇧,2021-02-01,09,P,en
3395,"Obama: Begins to recollect past memories<br>Will Smith at <a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=1m39s"">1:39</a> on the extreme right: YAAAAAAAAHHHHH, ITS REWIND TIME",2021-02-01,08,N,en
3396,I love Obama,2021-02-01,08,P,hr
3397,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=1m39s"">1:39</a> WILL SMITH at the right side?? Anyone noticed???",2021-02-01,07,P,en
3398,Well social security call1-800-772-1213 even though it’s has your info seems the fraud and statement at includes the letters search out time then say they work from home no need give any thing lead to checking at all so alert in app irs fill out contacts and email exsplain give your phone numbers Twitter user name face book Instagram in case u find those on it saying Covid nurses are problem wins looses birth control keep legs shut and there free lie to less then teens sex education yelena Armstrong is Spokane problem,2021-02-01,06,P,en
3399,Barack Obama is funny as hell.,2021-02-01,05,P,en
3400,Plot twist:He didn’t have concentration in the interview,2021-02-01,05,O,en
3401,Mic drop 2021 😆,2021-02-01,04,O,ro
3402,"I FREAKING LOOOOOOOOVVVEEEE THIS MAN, HIS WIFE, AND THEIR CHILDREN!!!!  HARDCORE, EDUCATED, AND TIGHT KNIT FAMILY, WOULD SAY!!!!!!  I MISS YOU PRESIDENT BARACK HUSSEIN OBAMA!!!!!",2021-02-01,04,N,en
3403,A whole different perception of News Media .,2021-02-01,04,P,en
3404,He has a sense of humor  that&#39;s  good,2021-02-01,04,P,en
3405,I LOVE AND MISS HIM,2021-02-01,02,P,en
3406,Michael hasn&#39;t aged a day,2021-02-01,02,N,cy
3407,After seeing this I searched for Trump&#39;s addresses at the Correspondents&#39; Dinners. <br><br>Must be something wrong with my browser. I couldn&#39;t find any.,2021-02-01,02,N,en
3408,DAMN NEAR A PROPHETIC WORD  LOVE THIS GUY!!!!!👩🏾‍🦰🔥♥️,2021-01-31,22,P,en
3409,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=9m38s"">9:38</a> lol en dessous de la ceinture ;)",2021-01-31,22,P,fr
3410,"You&#39;re a hillbilly! and a Racist, also you&#39;re not black!",2021-01-31,21,P,en
3411,“The end of the Republic has never looked better?” Really! I don’t think so!,2021-01-31,21,P,en
3412,Clown.,2021-01-31,13,O,en
3413,Hey you can see Trump supporters in the dislikes!!,2021-01-31,13,O,en
3414,Why is every Obama video filled with the same comments?<br>&quot;Trump would&#39;ve..&quot;<br>&quot;You can hate his politics but he&#39;s funny/charismatic/a great human being&quot;<br>&quot;How did America go from this to T****&quot;<br>&quot;Back when you laugh with but not at the President&quot;<br>&quot;Back when the President made jokes instead of being one&quot;<br>&quot;Anybody here after Biden took office?&quot;<br>&quot;Back when the President spoke coherent sentences and was competent.&quot;<br>They&#39;re all true but I can&#39;t see any original comments man🤷‍♂️.,2021-01-31,13,P,en
3415,FREE AT LAST,2021-01-31,12,P,en
3416,"40 YRS OF HIM SLEEPING IN THE CAPITOL JOHN, HIDING ME UP HIS ....AND I&#39;M FIANALLY FREE",2021-01-31,12,P,en
3417,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,2021-01-31,11,O,en
3418,he always was a class act,2021-01-31,11,O,en
3419,I propose &#39;The Obama Show&#39; on Netflix. 🎬📽❤💯,2021-01-31,11,O,en
3420,"The Democrats is actually a RACIST  party!!!  They are using the minority groups to gain votes, but they are not helping them to gain economic independent  !!!  The Democrats developed all these social programs so that the minority groups become reliance on the government handouts to survive!!!  How can minorities become independent when they spend their own lives depending on the government programs to survive??????   If you want people to become independent, you need to teach people to stand on their own two feet and rely on themselves to survive, NOT relying on the government programs giving free handouts to survive !!!! There is famous quote, &quot; Teach a man to fish and he can feed himself for the rest of his life, but give a man a fish and he can survive for only one day.&quot;   The Democrat party is going against this quote!!!",2021-01-31,10,P,en
3421,The man is a rock star.,2021-01-31,10,O,en
3422,Charisma is the word🤗,2021-01-31,07,O,en
3423,Soon,2021-01-31,06,O,so
3424,"Obama bin Lad-- er, Saddam Hus-- I mean Barrack Obama, a good comedian, rather the has-been/former president of the now ill United States of America, a living proof that too much cocky confidence (et al. quasi-optimisn) can get no one anywhere - is obviously disappointed. Having not accomplished anything significant as&#39;d been typically used as  a mere mouthpiece for government schemes for the public no less a black skinned president in propaganda he&#39;s just a political puppet, I bet that by now he should realize that he&#39;d backed the wrong horse. As for the Republicans- having Trump for president is just about the lousiest mistake theyve ever came up with.",2021-01-31,04,N,en
3425,"It’s January 2021, and I’m watching Obama movies like they are family movies.  Seems like happier times.  Anyone else feel that way?",2021-01-31,03,O,en
3426,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=3m10s"">3:10</a> Is that Morgan Freeman?",2021-01-31,01,O,en
3427,"I have seen an article posted on Facebook that says that President Obama has been asked by the Nobel Committee to return his Peace prize. Is this true?<br> <br><br>Thorbjorn Jagland, chairman of the Nobel Peace Prize Committee, said today that President Obama “really ought to consider” returning his Nobel Peace Prize Medal immediately, including the “really nice” case it came in.Jagland, flanked by the other four members of the Committee, said they’d never before asked for the return of a Peace Prize, “even from a damnable war-criminal like Kissinger,” but that the 10% drawdown in US troops in Afghanistan the President announced last week capped a period of “non-Peace-Prize-winner-type behavior” in 2011. “Guantanamo’s still open. There’s bombing Libya. There’s blowing bin Laden away rather than putting him on trial. Now a few US troops go home, but the US will be occupying Afghanistan until 2014 and beyond. Don’t even get me started on Yemen!”",2021-01-31,01,P,en
3428,"USA politics used this guy to change the bad world opinion<br>about their activities.  Yes, the transversal world opinion has been smothered by his friendly personality.",2021-01-31,00,N,en
3429,OBAMA OUT!!! DROPS DA MIC-CLASSIC!!!,2021-01-30,23,O,de
3430,No one can ever replace him.❤️ From india.,2021-01-30,22,O,en
3431,IF YOU ARE CURIOUS ABOUT WHAT A WELL ROUNDED LEADER LOOKS LIKE ? HERE IS ONE !!,2021-01-30,22,N,en
3432,damn,2021-01-30,22,O,id
3433,President Obama prophesied the next 4 years!,2021-01-30,21,O,en
3434,Da ascooo gross 😝,2021-01-30,19,O,pt
3435,They WILL ALWAYS be loved!!!💯,2021-01-30,19,O,en
3436,THE GREATEST PRESIDENT EVER!!! THE GREATEST PRESIDENTIAL COUPLE EVER!!!,2021-01-30,19,P,en
3437,I AM 😁🤣!,2021-01-30,19,O,id
3438,Such a good orator,2021-01-30,18,P,en
3439,Non Americans love this guy,2021-01-30,18,P,en
3440,"I Think Alot Of The Public, Has Watched This Video. Since Biden Took Office, Exactly 10 Days Ago !",2021-01-30,18,P,en
3441,I don’t miss the guy... he was a war criminal who screwed over everyone for his buddies on Wall Street.,2021-01-30,18,N,en
3442,Me he has made everyone laugh and enjoy . Such wit !! Trump doesn’t come . ?,2021-01-30,18,P,en
3443,5th time watching this and ill be back again,2021-01-30,17,N,en
3444,The end off The Republicans never looked better 😆,2021-01-30,17,P,en
3445,"Lost all respect for him in the Flint, Michigan episode. Another puppet in the service of big business",2021-01-30,17,O,en
3446,YouTube tried to get me to watch this during Donald Duck’s term. It was just too hard. Beginning to feel a little reprieve and stress reduction since Joe took office. Still miss the hell outta this guy though.,2021-01-30,16,N,en
3447,....who’s here after the latest Bernie Phenomenon,2021-01-30,16,P,en
3448,4got how a President Speaks even when joking .....,2021-01-30,15,O,en
3449,Anyone else feel like Obama could literally be a comedian if he wanted?<br>(Edit: why am I not suprised a political argument started in the replies),2021-04-07,15,O,en
3450,"Michelle, you mean Michael?",2021-01-30,09,N,en
3451,I can’t wait for Biden’s White House correspondence dinner,2021-01-30,07,O,en
3452,Obama ilove ❤ you,2021-01-30,05,O,hr
3453,Me<br>K,2021-01-30,05,O,de
3454,I forgot about the freaking death panels. I love this man!!,2021-01-30,05,P,en
3455,"The shivering pet undesirably manage because bit additionly signal astride a swanky columnist. parsimonious, maniacal grandfather",2021-01-30,04,O,en
3456,"The grumpy grain conformably sign because laugh intraorally stay through a thinkable ukrainian. grandiose, annoyed refrigerator",2021-01-30,00,N,en
3457,"The sore trip trivially lie because angora industrially yell down a special may. obscene, tiresome friend",2021-01-29,23,N,en
3458,Fraud obama,2021-01-29,22,O,et
3459,Omg I miss you you like the coolest down to earth president ever we need you back or the First Lady,2021-01-29,21,P,en
3460,Why JT can’t be great as obama,2021-01-29,20,P,en
3461,Loved all you do and did. Thanks for grooming Mr Pres Biden from Cobb CA,2021-01-29,20,P,en
3462,It&#39;s so satisfying to hear Obama speak,2021-01-29,19,P,en
3463,"Brooke Davis what are you doing here?<br>Looking lovely in pink. 💗<br><a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=2m14s"">2:14</a>",2021-01-29,18,P,en
3464,"Canadian checking in here. This is my fav president, why do you not find another guy like this.",2021-01-29,15,O,en
3465,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=1m41s"">1:41</a> that man on the right... is that will smith ? haha",2021-01-29,13,P,en
3466,Truly the coolest Pres in history .. The whole world looked up to Obama ... then along came Trump omg ... what a fall from grace!!,2021-01-29,13,P,en
3467,"goose bumps, this guy is simply remarkable",2021-01-29,10,P,en
3468,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=1m42s"">1:42</a> see if you can spot will smith",2021-01-29,07,O,en
3469,THE PARTY IS REAL OVER   JASON WOO,2021-01-29,07,P,en
3470,“It’s anyone’s guess who she is going to be” <br><br><br>BOY WAS HE WRONG,2021-01-29,06,N,en
3471,A cooler pres will never be in office again! 🥰🥰😎😎,2021-01-29,03,O,en
3472,"The maniacal paper historically hope because control monthly retire behind a jobless saturday. determined, cold blade",2021-01-29,02,N,en
3473,🤮🤮🤮🤮🤮🤮,2021-01-29,02,O,en
3474,Haha haha,2021-01-29,01,O,so
3475,Now that is what you call class. He was right about it being the last correspondence dinner.,2021-01-29,01,P,en
3476,How many wars do you have to start to get a Nobel Peace Prize?,2021-01-29,01,P,en
3477,"....2016: Obama<br>2017: deeply dark time<br>2021: Biden, let&#39;s wake up and live again",2021-01-28,22,N,en
3478,"Would of like of heard what he accomplished in his being president. Like trump did., 🤔. Boring just making fun of people. 😒Dumb",2021-01-28,22,N,en
3479,I hope Trump watches this from time to time so he won&#39;t forget what a complete LOSER he is.,2021-01-28,22,P,en
3480,Izrael bojuje celi čas proti viere a ne kvôli viere,2021-01-28,20,O,sk
3481,E,2021-01-28,19,O,es
3482,I only remember when he said he will go down in history as a sitting president unlike Trump,2021-01-28,17,N,en
3483,"Barack Hussein Obama, the president we all need and the U.S. only got for such a short time in history. <br>Seriously Mr. Obama, If you a look for a new job, our country (germany that is) could really use someone like you.",2021-01-28,16,P,en
3484,What a traitor .,2021-01-28,16,O,en
3485,I don&#39;t think many of the attendants got the Hilary &quot;Poke&quot; joke 😁,2021-01-28,14,P,en
3486,I’m Norwegian and miss him so much in these times.,2021-01-28,14,P,en
3487,OBAMAGATE,2021-01-28,14,O,pt
3488,This video called me poor,2021-01-28,09,N,en
3489,"I was the 49,000,210 view.",2021-01-28,04,O,en
3490,miss this guy,2021-01-28,03,O,en
3491,"According to Mr Lundestad, Jonas Gahr Store, then Norway&#39;s foreign minister, tried in 2010 to dissuade the panel from awarding the prize to a Chinese dissident, fearing it would strain the country&#39;s relationship with Beijing. The Nobel committee ignored the warnings and honoured Liu Xiaobo.<br>Mr Lundestad also criticises Thorbjorn Jagland, who was the committee chairman for six years and is now a regular member. He said that as a former Norwegian prime minister, Mr Jagland should never have been appointed to the committee, which frequently stresses its independence.<br>In an amusing anecdote, Mr Lundestad relates how he found Palestinian leader Yasser Arafat, who won the award in 1994, watching an episode of the Tom and Jerry cartoon in his hotel with other Palestine Liberation Organisation members. &quot;It was made very clear that they intended to watch until the end,&quot; he said.<br>This year&#39;s Nobel Peace Prize will be announced on October 9.<br><br>Related Topics<br>Barack Obama<br>United States<br>Nobel Prize<br>More on this story<br>Nobel prize win &#39;humbles&#39; Obama<br><br>Published9 October 2009<br>US media on Obama Nobel award<br><br>Published9 October 2009<br>Nobel faces Liu Xiaobo boycotts<br><br>Published7 December 2010",2021-01-28,03,P,en
3492,He was the most wonderful President this country has ever had and that is why Trump couldn&#39;t handle it!  He was the worst President ever!  Of all time!,2021-01-28,00,P,en
3493,"Isn&#39;t it interesting that our last two Republican presidents were unable to grasp the concept of: Subject, Verb, Object.",2021-01-27,23,N,en
3494,Why am I just watching this now. I miss you Obama,2021-01-27,22,O,en
3495,Sorry  Chris... the Republicans have pushed us over the cliff.,2021-01-27,22,N,en
3496,"I like Obama as a person, but damn.. him talking about the freedom of journalists and the importance of facts while the US is still on their witch hunt after Assange is hypocrisy in its highest form.",2021-01-27,22,O,en
3497,If Biden and the democrats would of not rigid with voting America would be just find  nobody perfect but they better than what we got.,2021-01-27,22,P,en
3498,This is a communist.this is not American you should be  ashamed of put this on to be vea,2021-01-27,22,O,en
3499,Not interested,2021-01-27,21,N,no
3500,Best President of Modern Superpower USA.. Love you Sir Barack Obama &amp; Michelle Obama from India. He knows how to talk in a good n humourous way. He was really very good person. Love US n Obama from India. Long live our  friendship forever n ever.  😎👏👍😍😘🙏🇮🇳💖🇺🇲🤘,2021-01-27,20,P,en
3501,P.o.s thank God he will never be able to run this country again.,2021-01-27,20,P,en
3502,This is only 4 years ago :O,2021-01-27,19,P,en
3503,I think he is the best Pres you ever had. Others will be compared to  him.,2021-01-27,19,P,en
3504,"Love Obama and family and Michelle. To shift to Trump was traumatic, and I&#39;m Canadian.!",2021-01-27,19,P,en
3505,"Disgrace, He entered the White House with less than $1 Million total value, much less if you include honor.  He left the White House with More than $100 Million, with $400,000 annual salary as President, that is only $3.2 Million if He and His Husband saved every penny.  How is that possible without any Corruption....?  Wake up America, Vote these losers OUT.",2021-01-27,19,N,en
3506,"[Collected via e-mail, May 2013]<br>I have seen an article posted on Facebook that says that President Obama has been asked by the Nobel Committee to return his Peace prize. Is this true?<br> <br>Origins:   On 9 October 2009, the Norwegian Nobel Committee made the surprise announcement that U.S. President Barack Obama, who at that time had been in office for a mere eight months, was being awarded the 2009 Nobel Peace Prize<br><br>“for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples.” Barack Obama thus became the third sitting U.S. president to be so honored, joining Theodore Roosevelt and Woodrow Wilson. (Jimmy Carter also received a Nobel Peace Prize many years after leaving the White House.) The Norwegian Nobel Committee’s decision in awarding a Nobel Peace Prize to President Obama was not popular with everyone, however, and has spawned protests from various persons and groups calling upon the committee to revoke the prize over such as issues as the continued presence of U.S. troops in Afghanistan, the continued holding of detainees without charge at Guantanamo Bay Naval Base, and the expanded use by the U.S. of drones for remote killing.<br><br>In October 2011 the web site The Final Edition (TFE) riffed on this controversy by publishing an article about the Nobel Committee’s having asked President Obama (“nicely”) to return his Nobel Prize:<br><br>Thorbjorn Jagland, chairman of the Nobel Peace Prize Committee, said today that President Obama “really ought to consider” returning his Nobel Peace Prize Medal immediately, including the “really nice” case it came in.Jagland, flanked by the other four members of the Committee, said they’d never before asked for the return of a Peace Prize, “even from a damnable war-criminal like Kissinger,” but that the 10% drawdown in US troops in Afghanistan the President announced last week capped a period of “non-Peace-Prize-winner-type behavior” in 2011. “Guantanamo’s still open. There’s bombing Libya. There’s blowing bin Laden away rather than putting him on trial. Now a few US troops go home, but the US will be occupying Afghanistan until 2014 and beyond. Don’t even get me started on Yemen!”<br>Soon afterwards links and excerpts referencing that article were being circulated via social media, with many of those who encountered it mistaking it for a genuine news item. However, no one associated with the Norwegian Nobel Committee officially asked President Obama to return his Nobel Prize; the article was just a bit of pointed political humor from TFE, a satirical web site whose other recent stories include “Shock in Arizona: Governor Jan Brewer Reveals She’s a Velociraptor,” “From Here to iTernity: Apple Launches iTombs,” and “Thatcher Dies, Goes to Hell, Hell Spits Her Right Back Out.”<br><br>Last updated:   28 May 2013<br>David Mikkelson<br>ASP Article",2021-01-27,18,P,en
3507,Me!,2021-01-27,16,O,de
3508,America is overwhelmed by Black talent. Q is there gonna be another Blast POTUS. A - Simply No. It was a miracle chapter in America. Use your white toilet papers please.,2021-01-27,15,N,en
3509,"I respect the man, I am not even  an American 🌹",2021-01-27,14,O,en
3510,I wish Obamacoukd have served longer.a great Good man!,2021-01-27,14,P,en
3511,Hillary is a cold blooded Criminal.,2021-01-27,13,N,en
3512,Biggest con man ever,2021-01-27,11,O,da
3513,"Aw, I&#39;d forgotten Obama made that &quot;earn me some serious Tubmans&quot; joke here. I do hope Biden&#39;s plan to make that change at last bears fruit so Obama can get to work fulfilling that promise :)",2021-01-27,10,P,en
3514,I love obama !,2021-01-27,09,P,hr
3515,it&#39;s kinda awkward when he mentioned kendal&#39;s name and no one really cares hahaha but when he mentioned helen&#39;s name dang! everyone gone crazy applauded! 💐💐💐,2021-01-27,09,N,en
3516,Biggest coward in history of the world,2021-01-27,08,O,en
3517,Such a contrast to the man (or child) succeeded him,2021-01-27,05,O,en
3518,"Is that president Fitzgerald grant from scandal? <a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=11m25s"">11:25</a> timeframe",2021-01-27,05,O,en
3519,Obama was the best president ever.,2021-01-27,05,P,en
3520,THIS IS HOW U DO IT,2021-01-27,04,O,en
3521,GET EM<br>OBAMA,2021-01-27,04,O,cy
3522,"Class , grace , intelligence  , a sense of humour , literate , coherent . And then there was 45.",2021-01-27,04,P,en
3523,"I have seen an article posted on Facebook that says that President Obama has been asked by the Nobel Committee to return his Peace prize. Is this true?<br> <br>Origins:   On 9 October 2009, the Norwegian Nobel Committee made the surprise announcement that U.S. President Barack Obama, who at that time had been in office for a mere eight months, was being awarded the 2009 Nobel Peace Prize<br><br>“for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples.” Barack Obama thus became the third sitting U.S. president to be so honored, joining Theodore Roosevelt and Woodrow Wilson. (Jimmy Carter also received a Nobel Peace Prize many years after leaving the White House.) The Norwegian Nobel Committee’s decision in awarding a Nobel Peace Prize to President Obama was not popular with everyone, however, and has spawned protests from various persons and groups calling upon the committee to revoke the prize over such as issues as the continued presence of U.S. troops in Afghanistan, the continued holding of detainees without charge at Guantanamo Bay Naval Base, and the expanded use by the U.S. of drones for remote killing.<br><br>In October 2011 the web site The Final Edition (TFE) riffed on this controversy by publishing an article about the Nobel Committee’s having asked President Obama (“nicely”) to return his Nobel Prize:<br><br>Thorbjorn Jagland, chairman of the Nobel Peace Prize Committee, said today that President Obama “really ought to consider” returning his Nobel Peace Prize Medal immediately, including the “really nice” case it came in.Jagland, flanked by the other four members of the Committee, said they’d never before asked for the return of a Peace Prize, “even from a damnable war-criminal like Kissinger,” but that the 10% drawdown in US troops in Afghanistan the President announced last week capped a period of “non-Peace-Prize-winner-type behavior” in 2011. “Guantanamo’s still open. There’s bombing Libya. There’s blowing bin Laden away rather than putting him on trial. Now a few US troops go home, but the US will be occupying Afghanistan until 2014 and beyond. Don’t even get me started on Yemen!”<br>Soon afterwards links and excerpts referencing that article were being circulated via social media, with many of those who encountered it mistaking it for a genuine news item. However, no one associated with the Norwegian Nobel Committee officially asked President Obama to return his Nobel Prize; the article was just a bit of pointed political humor from TFE, a satirical web site whose other recent stories include “Shock in Arizona: Governor Jan Brewer Reveals She’s a Velociraptor,” “From Here to iTernity: Apple Launches iTombs,” and “Thatcher Dies, Goes to Hell, Hell Spits Her Right Back Out.”<br><br>Last updated:   28 May 2013",2021-01-27,03,P,en
3524,Watching Obama roast people in such an elegant and eloquent fashion is amazing. What is more impressive is how he jokes about himself. I really want Obama to do a speech at Biden first White House Correspondence Dinner.,2021-01-27,03,P,en
3525,&quot;Don&#39;t mention islam.&quot; Useless president.,2021-01-27,00,N,fr
3526,"He was right on point, the last fun correspondents&#39; dinner. All the others were a funeral for the republic with more booze.",2021-01-27,00,P,en
3527,"What other president could say &quot;last time I was this high, I was trying to figure out my major&quot; and have the room laugh, your very missed President Obama xx",2021-01-27,00,P,en
3528,"Love this guy, HILARIOUS!!  BOL!!",2021-01-26,23,P,en
3529,He killin&#39; &#39;em!,2021-01-26,21,O,fi
3530,God watches everything.,2021-01-26,20,O,en
3531,So much more class than POTUS !!,2021-01-26,19,P,en
3532,Worst president in history,2021-01-26,19,N,en
3533,Who knows who she will be didnt age well,2021-01-26,17,O,en
3534,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=8m43s"">8:43</a> that dude looks like hes having fun.",2021-01-26,17,P,en
3535,Obama supporters all need to be deprogrammed!,2021-01-26,16,O,en
3536,He&#39;s wife is pretty,2021-01-26,15,P,en
3537,Damn,2021-01-26,15,O,sv
3538,Bruh,2021-01-26,15,O,id
3539,"The squealing justice micrencephaly scorch because phone directly choke midst a big atm. perfect, lively okra",2021-01-26,14,P,en
3540,"Wow you had it so good back then, an intelligent and charming statesmen, a true world leader . The bush garbage had been bagged and America was respected and looked up to after some bumps in the road.  Now after trump it’s a long way back .. my heart goes out to the people of the USA",2021-01-26,14,P,en
3541,"The yielding language ideally scorch because cloakroom chemically fancy excluding a taboo production. proud, shiny armenian",2021-01-26,14,P,en
3542,"The clumsy winter spontaneously desert because pine intraorally question a a unknown magician. imaginary, abusive riddle",2021-01-26,12,P,en
3543,🐐,2021-01-26,10,O,en
3544,"Shame about the people of a town called Flint, Michigan.",2021-01-26,10,O,en
3545,"This is hilarious, what a funny guy.. he embraced all race.",2021-01-26,09,P,en
3546,Leaving journalism to join CNN 😂😂😂😂😂,2021-01-26,09,O,fi
3547,Good riddens to this corruption,2021-01-26,08,P,en
3548,Loved every second of this loved it then and still love it today ❤️,2021-01-26,07,P,en
3549,Lol the best yet... You changed many minds along the way and are very appreciated...,2021-01-26,06,P,en
3550,the man is a traitor of the USA!!,2021-01-26,06,O,en
3551,should never have been president as he isn&#39;t a us born citizen and he should be serving 10 years for his collusion in the 9/11 hoax.,2021-01-26,06,O,en
3552,End of the Republic has never looked better. Hahaha. He nailed it.,2021-01-26,04,P,en
3553,Traitor,2021-01-26,02,O,lt
3554,"I love Biden so much.. such a great guy. Creeping on young girls and hanging out with Jefferey Epstein. What a wonderful human. I mean what kinda person is only attracted to grown, consenting adults? Nah not this guy Biden. That guys a real minch. Ol’ Creepy Joe.",2021-01-26,02,P,en
3555,He has such class. Just watched this video. Hard to believe it was 4 years ago. So relevant now.,2021-01-26,01,P,en
3556,Boy did he see the writing on the wall. Wow. What a great man. How I miss his leadership. I pray Joe Biden was taking good notes.,2021-01-26,01,P,en
3557,"Intelligent, rational, and not orange.",2021-01-26,01,P,en
3558,Looks like Trump watched this 40K and gave it a tiny thumbs down each time.,2021-01-25,23,N,en
3559,Am I alone NOT laughing at FUKAMA &quot; jokes &quot; seriously is not FUNNY at all  !!!  DEMONrats have double standards,2021-01-25,23,N,en
3560,mic drop. trump got elected. what a punk.,2021-01-25,21,O,en
3561,Propaganda 👎,2021-01-25,21,N,tl
3562,Such a narcissist jerk 😂😂. Framed as a great president by MSM. Look at his actions 👎👎,2021-01-25,21,P,en
3563,Omaba No good America,2021-01-25,21,N,so
3564,Just wow...the best!,2021-01-25,20,P,en
3565,How i miss his humor,2021-01-25,20,O,en
3566,Haha that was 4 years ago,2021-01-25,20,P,en
3567,Biden is 👍,2021-01-25,20,O,nl
3568,&quot;Left journalism to join CNN&quot;<br><br>OOOOHHH,2021-01-25,18,O,fr
3569,Please let’s continue to waste time and energy about people that quite literally will never sit at your dinner table. This is called publicity. The truth will never be revealed. Believe what you will but be intelligent and stop judging each other based on beliefs. That’s just what this country runs on. Only 36 and already ready to be 60 if it means a different world.,2021-01-25,17,P,en
